엽종분류,업종명,영업자시작일,업소명,소재지도로명주소,소재지지번주소,전화번호,데이터기준일자
일반음식점,일반음식점,2018-06-27,무봉리토종순대국,"광주광역시 동구 필문대로287번길 29-23, 1층 (지산동)",광주광역시 동구 지산동 503-11 ,062-223-6784,2020-09-18
일반음식점,일반음식점,2018-06-28,산수대왕해물,"광주광역시 동구 무등로 482, 1층 (산수동)",광주광역시 동구 산수동 522-1 1층 ,,2020-09-18
일반음식점,일반음식점,2018-07-02,비쇼쿠 동명점,"광주광역시 동구 장동로 27, 1층 (동명동)",광주광역시 동구 동명동 143-9 ,,2020-09-18
일반음식점,일반음식점,2018-07-04,오브제제,"광주광역시 동구 동명로25번길 4, 1층 (동명동)",광주광역시 동구 동명동 200-195 ,,2020-09-18
일반음식점,일반음식점,2018-07-04,역전할머니맥주,"광주광역시 동구 백서로125번길 46, 1층 (광산동)",광주광역시 동구 광산동 86-5 1층 ,,2020-09-18
일반음식점,일반음식점,2018-07-05,바다양푼이동태탕,"광주광역시 동구 무등로307번길 26, 1층 (계림동)",광주광역시 동구 계림동 546-2 1층 ,,2020-09-18
일반음식점,일반음식점,2018-07-05,송가네 돈가,"광주광역시 동구 중앙로 349-8, 1층 (계림동)",광주광역시 동구 계림동 552-12 1층 ,,2020-09-18
일반음식점,일반음식점,2018-07-05,꼬치집,"광주광역시 동구 서석로 34-3, 1층 (광산동)",광주광역시 동구 광산동 65-1 1층 ,,2020-09-18
일반음식점,일반음식점,2018-07-05,희재가,"광주광역시 동구 동명로20번길 5, 1층 (동명동)",광주광역시 동구 동명동 154-33 1층 ,,2020-09-18
일반음식점,일반음식점,2018-07-06,브릭(Brick),"광주광역시 동구 장동로 51, 1층 (동명동)",광주광역시 동구 동명동 135-4 ,,2020-09-18
일반음식점,일반음식점,2018-07-09,DAY BY DAY,"광주광역시 동구 필문대로287번길 15-10, 3층 (지산동)",광주광역시 동구 지산동 511-9 3층 ,,2020-09-18
제과점영업,제과점영업,2018-07-10,보름달 마카롱,"광주광역시 동구 동계천로 135-3, 1층 (동명동)",광주광역시 동구 동명동 154-58 1층 ,,2020-09-18
휴게음식점,휴게음식점,2018-07-11,쿡스탑(COOKSTOP),"광주광역시 동구 금남로 237, 1층 (금남로2가)",광주광역시 동구 금남로2가 10-3 1층 ,062-449-7200,2020-09-18
일반음식점,일반음식점,2018-07-12,원피스,"광주광역시 동구 필문대로287번길 15-3 (지산동,(2층))",광주광역시 동구 지산동 510-10 (2층) ,,2020-09-18
휴게음식점,휴게음식점,2018-07-12,이디야커피 광주학동점,"광주광역시 동구 남문로 760, 1층 (학동)",광주광역시 동구 학동 38-1 남문로760 ,,2020-09-18
일반음식점,일반음식점,2018-07-13,여진이네식당,광주광역시 동구 필문대로206번길 10-2 (산수동),광주광역시 동구 산수동 558-26 ,,2020-09-18
휴게음식점,휴게음식점,2018-07-13,써니,"광주광역시 동구 금남로 179, 1층 (금남로5가)",광주광역시 동구 금남로5가 151-5 1층 ,,2020-09-18
일반음식점,일반음식점,2018-07-17,교촌치킨 계림점,"광주광역시 동구 중앙로 234, 1층 (장동)",광주광역시 동구 장동 16-4 1층 ,,2020-09-18
휴게음식점,휴게음식점,2018-07-17,HONEY BEE,"광주광역시 동구 서남로 30, 1층 (서석동)",광주광역시 동구 서석동 468-2 1층 ,,2020-09-18
일반음식점,일반음식점,2018-07-19,릴리스 아틀리에,"광주광역시 동구 충장로46번길 1, 3층 (충장로4가)",광주광역시 동구 충장로4가 48-3 3층 ,,2020-09-18
일반음식점,일반음식점,2018-07-20,시골집,"광주광역시 동구 제봉로110번길 21, 1,2층 (장동)","광주광역시 동구 장동 73-2 1,2층 ",,2020-09-18
휴게음식점,휴게음식점,2018-07-20,꼬치팔이소년,광주광역시 동구 제봉로 7 (학동),광주광역시 동구 학동 55 ,,2020-09-18
일반음식점,일반음식점,2018-07-24,피싱카페낚시터(롱아일랜드),"광주광역시 동구 서석로85번길 8-13, 지하1층 (대의동)",광주광역시 동구 대의동 2 지하1층 ,,2020-09-18
일반음식점,일반음식점,2018-07-26,닭발대장 조대점,광주광역시 동구 필문대로287번길 15 (지산동),광주광역시 동구 지산동 510-13 ,062-227-9615,2020-09-18
휴게음식점,휴게음식점,2018-07-27,카페점보,"광주광역시 동구 중앙로196번길 31-5, 1층 (대의동)",광주광역시 동구 대의동 82-3 1층 ,062-229-3330,2020-09-18
휴게음식점,휴게음식점,2018-07-27,(주)하이브랜드광주점,"광주광역시 동구 충장로 72, 3층 (충장로3가)",광주광역시 동구 충장로3가 24 3층 ,,2020-09-18
휴게음식점,휴게음식점,2018-07-30,골든래빗스,"광주광역시 동구 동명로 110 (지산동,법조타운 101호)",광주광역시 동구 지산동 715-2 법조타운 101호 ,,2020-09-18
일반음식점,일반음식점,2018-07-31,블랙스테이크 앤 수랏간갈비,"광주광역시 동구 중앙로160번길 31-8, 2층 (황금동)",광주광역시 동구 황금동 64-2 ,,2020-09-18
휴게음식점,휴게음식점,2018-07-31,미니스톱 월남호반점,"광주광역시 동구 남문로 377, 1층 (월남동, 월남호반상가건물 1층 102호)",광주광역시 동구 월남동 620 월남호반상가건물 1층 (102호) ,,2020-09-18
일반음식점,일반음식점,2018-08-01,대인시장통닭,"광주광역시 동구 동계천로 67, 1층 (계림동)",광주광역시 동구 계림동 387-4 1층 ,,2020-09-18
일반음식점,일반음식점,2018-08-01,베트남 쌀국수,"광주광역시 동구 제봉로17번길 24, 1층 (학동)",광주광역시 동구 학동 81-10 1층 ,,2020-09-18
일반음식점,일반음식점,2018-08-02,리어카포차 조선대점,"광주광역시 동구 필문대로287번길 9-1, 1층 (지산동)",광주광역시 동구 지산동 514-10 ,,2020-09-18
일반음식점,일반음식점,2018-08-02,J&W,"광주광역시 동구 독립로350번길 18, 1층 (계림동)",광주광역시 동구 계림동 895 1층 ,,2020-09-18
일반음식점,일반음식점,2018-08-02,코레아경양식 충장로점,"광주광역시 동구 중앙로160번길 20, 2층 (불로동)",광주광역시 동구 불로동 1-27 2층 ,062-452-8588,2020-09-18
휴게음식점,휴게음식점,2018-08-03,비케이(Brown K),"광주광역시 동구 문화전당로 38, 아시아문화전당 (광산동)",광주광역시 동구 광산동 13 아시아문화전당 ,,2020-09-18
일반음식점,일반음식점,2018-08-06,코코커피,"광주광역시 동구 운림길 38, 1층 (운림동)",광주광역시 동구 운림동 565-6 (1층) ,062-228-9162,2020-09-18
일반음식점,일반음식점,2018-08-06,주유소,광주광역시 동구 동명로 20 (동명동),광주광역시 동구 동명동 200-197 ,062-225-2482,2020-09-18
일반음식점,일반음식점,2018-08-07,다마시찌,"광주광역시 동구 중흥로209번길 20 (계림동,(2층))",광주광역시 동구 계림동 561-11 (2층) ,,2020-09-18
일반음식점,일반음식점,2018-08-07,충장맥주,"광주광역시 동구 천변우로 363-9, 1층 (호남동)",광주광역시 동구 호남동 11-2 1층 ,,2020-09-18
휴게음식점,휴게음식점,2018-08-07,머글꼬지,"광주광역시 동구 문화전당로 38, 아시아문화전당 (광산동)",광주광역시 동구 광산동 13 아시아문화전당 ,,2020-09-18
휴게음식점,휴게음식점,2018-08-09,엔제리너스 조선대병원점,"광주광역시 동구 필문대로 365, 조선대학교병원 1층 (학동)",광주광역시 동구 학동 30-1 조선대학교병원1층 ,,2020-09-18
휴게음식점,휴게음식점,2018-08-14,샵브이알,"광주광역시 동구 문화전당로35번길 10, 3층 (광산동)",광주광역시 동구 광산동 100-11 3층 ,062-222-8483,2020-09-18
일반음식점,일반음식점,2018-08-16,유한회사 미미원,"광주광역시 동구 백서로 216, 1층 (동명동)",광주광역시 동구 동명동 138-6 1층 ,,2020-09-18
일반음식점,일반음식점,2018-08-16,존앤마리아,"광주광역시 동구 천변우로 359-1, 1층 (수기동)",광주광역시 동구 수기동 106-3 1층 ,,2020-09-18
일반음식점,일반음식점,2018-08-16,cystem,"광주광역시 동구 제봉로138번길 12, 1층 (장동)",광주광역시 동구 장동 58-28 1층 ,,2020-09-18
일반음식점,일반음식점,2018-08-16,딱조아,"광주광역시 동구 제봉로190번길 5, 1층 (대인동)",광주광역시 동구 대인동 309-16 1층 ,,2020-09-18
휴게음식점,휴게음식점,2018-08-16,배스킨라빈스 광주 충장점,"광주광역시 동구 서석로 51, 1층 (금남로1가)",광주광역시 동구 금남로1가 15-11 1층 ,062-232-9701,2020-09-18
일반음식점,일반음식점,2018-08-17,더벤티 광주 조선대점,"광주광역시 동구 필문대로273번길 18, 1층 (지산동)",광주광역시 동구 지산동 521-6 1층 ,,2020-09-18
일반음식점,일반음식점,2018-08-17,정글북,"광주광역시 동구 백서로125번길 8-1, 1층 (금동)",광주광역시 동구 금동 187-1 1층 ,062-529-9179,2020-09-18
일반음식점,일반음식점,2018-08-20,본가뒷고기,광주광역시 동구 중앙로160번길 15-14 (황금동),광주광역시 동구 황금동 22-1 ,062-222-0788,2020-09-18
일반음식점,일반음식점,2018-08-20,커볶(Coboc),"광주광역시 동구 지호로 161-7, 2층 (지산동)",광주광역시 동구 지산동 67-5 (2층) ,,2020-09-18
일반음식점,일반음식점,2018-08-20,커볶(Coboc),"광주광역시 동구 지호로 161-7, 1층 (지산동)",광주광역시 동구 지산동 67-5 (1층) ,,2020-09-18
일반음식점,일반음식점,2018-08-22,이스트(EAST),"광주광역시 동구 의재로136번길 32-5 (운림동,(1층))",광주광역시 동구 운림동 668-3 (1층) ,062-227-8058,2020-09-18
일반음식점,일반음식점,2018-08-23,헤세드,"광주광역시 동구 천변우로 393-17, 1층 (호남동)",광주광역시 동구 호남동 67 1층 ,,2020-09-18
일반음식점,일반음식점,2018-08-23,참뫼,광주광역시 동구 중앙로196번길 23-12 (궁동),광주광역시 동구 궁동 41 ,062-222-1215,2020-09-18
일반음식점,일반음식점,2018-08-23,노가리&맥주,"광주광역시 동구 장동로 53-5 (동명동,(1층))",광주광역시 동구 동명동 135-20 (1층) ,,2020-09-18
일반음식점,일반음식점,2018-08-23,구시청 끝판왕,"광주광역시 동구 백서로125번길 40, 1층 (금동)",광주광역시 동구 금동 1 1층 ,,2020-09-18
일반음식점,일반음식점,2018-08-27,남원추어탕,광주광역시 동구 구성로194번길 5-4 (대인동),광주광역시 동구 대인동 99 ,062-232-0069,2020-09-18
일반음식점,일반음식점,2018-08-27,부영땡초불닭,"광주광역시 동구 필문대로287번길 23-16, 지하1층 (지산동)",광주광역시 동구 지산동 476-10 ,,2020-09-18
일반음식점,일반음식점,2018-08-27,우도(woodo),"광주광역시 동구 장동로 5-5, 1층 (장동)",광주광역시 동구 장동 60-11 1층 ,,2020-09-18
일반음식점,일반음식점,2018-08-28,신흥회관,"광주광역시 동구 지원로5번길 29-7 (소태동,(1층))",광주광역시 동구 소태동 602-5 (1층) ,062-224-9417,2020-09-18
일반음식점,일반음식점,2018-08-28,씨제이푸드빌(주)빕스광주충장로점,"광주광역시 동구 천변우로 421, 2층 (불로동)",광주광역시 동구 불로동 178 외 7필지 (2층) ,062-224-1997,2020-09-18
일반음식점,일반음식점,2018-08-29,아마스빈 조선대점,,"광주광역시 동구 지산동 507-27 (1,2층) ",,2020-09-18
일반음식점,일반음식점,2018-08-30,데어이즈,"광주광역시 동구 필문대로287번길 24-24 (서석동,(2층))",광주광역시 동구 서석동 445-9 (2층) ,062-224-0588,2020-09-18
휴게음식점,휴게음식점,2018-08-30,츄빅,광주광역시 동구 충장로 77-1 (충장로3가),광주광역시 동구 충장로3가 15 (1층) ,,2020-09-18
일반음식점,일반음식점,2018-09-04,삿갓촌,"광주광역시 동구 문화전당로35번길 26 (불로동,(1,2층))","광주광역시 동구 불로동 135 (1,2층) ",062-223-8160,2020-09-18
일반음식점,일반음식점,2018-09-04,술집밥집,광주광역시 동구 구성로152번길 11-1 (1)층 (수기동),광주광역시 동구 수기동 57-1 (1층) ,,2020-09-18
제과점영업,제과점영업,2018-09-04,휘핑디에그,"광주광역시 동구 제봉로 140, 1층 (장동)",광주광역시 동구 장동 53-3 1층 ,,2020-09-18
일반음식점,일반음식점,2018-09-06,맥주천국,"광주광역시 동구 구성로 184-3 (금남로5가,(1층))",광주광역시 동구 금남로5가 177-3 (1층) ,062-222-5218,2020-09-18
일반음식점,일반음식점,2018-09-06,료코푸드,"광주광역시 동구 필문대로187번길 1-3 (산수동,(1층))",광주광역시 동구 산수동 522-82 (1층) ,062-223-2221,2020-09-18
일반음식점,일반음식점,2018-09-06,하고스(HAGOS),"광주광역시 동구 천변우로 405-15, 1층 (불로동)",광주광역시 동구 불로동 38-9 (1층) ,,2020-09-18
일반음식점,일반음식점,2018-09-06,이름없는술집,"광주광역시 동구 장동로 1-2, 1층 (장동)",광주광역시 동구 장동 62-15 1층 ,,2020-09-18
일반음식점,일반음식점,2018-09-06,라이드올스테이 카페클럽,"광주광역시 동구 중앙로252번길 15, 1층 (동명동)",광주광역시 동구 동명동 218-3 1층 ,,2020-09-18
일반음식점,일반음식점,2018-09-06,삼시세끼,"광주광역시 동구 동명로 73-2, 1층 (지산동)",광주광역시 동구 지산동 722-46 1층 ,,2020-09-18
일반음식점,일반음식점,2018-09-06,동명카츠 계림점,"광주광역시 동구 계림로30번길 15, 상가동 5호 (계림동)",광주광역시 동구 계림동 10-1 상가동 5호,,2020-09-18
일반음식점,일반음식점,2018-09-07,콘서트,광주광역시 동구 갈마로 56 (산수동),광주광역시 동구 산수동 677 ,062-268-6767,2020-09-18
일반음식점,일반음식점,2018-09-07,꼴통,"광주광역시 동구 문화전당로35번길 23, 1층 (금동)",광주광역시 동구 금동 30-23 1층 ,062-222-1339,2020-09-18
휴게음식점,휴게음식점,2018-09-07,아들꼬치 셋꼬치,"광주광역시 동구 문화전당로 38, 아시아문화전당 (광산동)",광주광역시 동구 광산동 13 아시아문화전당 ,,2020-09-18
휴게음식점,휴게음식점,2018-09-10,망원동티라미수 광주점,"광주광역시 동구 장동로 23-6, 1,2층 (동명동)","광주광역시 동구 동명동 146-1 1,2층 ",,2020-09-18
휴게음식점,휴게음식점,2018-09-10,네이버파트너스퀘어,"광주광역시 동구 금남로 219, 1층 (금남로3가)",광주광역시 동구 금남로3가 2-2 1층 ,031-784-2031,2020-09-18
일반음식점,일반음식점,2018-09-11,멘야산다이메 충장점,"광주광역시 동구 서석로 38, 1, 2층 (광산동)",광주광역시 동구 광산동 80-5 ,062-222-9022,2020-09-18
일반음식점,일반음식점,2018-09-11,미노루,"광주광역시 동구 동명로25번길 7-2, 1층 (동명동)",광주광역시 동구 동명동 200-182 1층 ,,2020-09-18
휴게음식점,휴게음식점,2018-09-11,충장로카페,"광주광역시 동구 충장로 45-2, 1층 (충장로4가)",광주광역시 동구 충장로4가 3-3 1층 ,,2020-09-18
일반음식점,일반음식점,2018-09-12,미소식당,"광주광역시 동구 계림로 24, 1층 (계림동)",광주광역시 동구 계림동 217-12 1층 ,,2020-09-18
